Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,source,is_attack,attack_type
22,6,22/02/2018 10:57:10,14.341847260550171,2.833213344056216,2.833213344056216,7.00033446027523,7.724004656676065,5.60947179518496,0.0,4.241326752570746,4.411061357958338,0.6684931506849315,0.0,4.958025343823959,302.9998281078,7.592970993702442,2.990945648782132,10.907877778862746,11.0825436774411,12.017614297090155,2.9444389791664403,14.341333162736172,11.633291236564997,10.89212987270681,12.028260904214047,3.6888794541139363,14.341836626720768,11.633794696384529,11.07663743734225,12.392552212472792,2.9444389791664403,0.0,0,0,0,5.808142489980444,5.808142489980444,2.3468170871967113,2.3468170871967113,0.0,0.6684931506849315,4.632077638908282,5.391922212129805,10.774738125627849,0.0,0.0,0.0,1,0,0.0,0,0.0,1,4.662554268807325,4.241326752570746,4.958025343823959,0,0,0,0,0,0,2.833213344056216,7.00033446027523,2.833213344056216,7.724004656676065,0.2227935791015625,0.00347900390625,2.4849066497880004,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal
80,6,22/02/2018 11:23:11,15.42658912379026,1.791759469228055,1.3862943611198906,6.472346294500901,5.8998973535824915,6.472346294500901,0.0,4.869071729774468,5.669535976227712,0.2493150684931507,0.0,4.806749559386188,210.155497985,5.311573612974183,0.9545022535418938,13.480680172767059,14.4409069353967,15.41564633941827,2.833213344056216,15.42658912379026,14.040295361686605,14.718875592543549,15.41564633941827,5.958424693029782,8.098642843759418,7.405799568383395,6.394435263644223,7.63433723562832,7.109062135687172,0.0,0,0,0,4.727387818712341,4.290459441148391,0.6923272900915943,0.46938877444875954,0.0,0.44246575342465755,4.72935245588631,5.457785986625738,10.907046109995644,0.0,0.0,0.6931471805599453,1,0,0.0,0,0.6931471805599453,0,4.846153655430632,4.869071729774468,4.806749559386188,0,0,0,0,0,0,1.791759469228055,6.472346294500901,1.3862943611198906,5.8998973535824915,0.1250152587890625,0.003387451171875,0.6931471805599453,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Brute Force -Web,Thursday,True,Brute Force-Web
24260,6,22/02/2018 01:24:32,12.649616789685231,1.9459101490553132,1.791759469228055,8.157370441186774,6.511745329644728,7.063903961472068,0.0,6.367043021465889,6.206960404542568,0.3835616438356164,0.0,4.9082333604781745,239.6263758437,9.49924224170578,3.591729526324885,10.347060575379837,10.442874609449424,11.410338876195127,3.1354942159291497,12.649616789685231,11.040191712326825,11.120546671481721,11.929205216774227,3.1354942159291497,12.342555303882596,10.95627402899882,10.686917585818616,11.473102970783057,9.636914443294582,0.6931471805599453,0,0,0,4.795790545596741,4.61512051684126,3.0082930000805983,2.835798180662306,0.0,0.8,6.013715156042802,6.086293735190014,12.168039844711387,0.0,0.6931471805599453,0.0,0,1,0.0,0,0.0,0,6.100522763291512,6.367043021465889,4.9082333604781745,0,0,0,0,0,0,1.9459101490553132,8.157370441186774,1.791759469228055,6.511745329644728,0.0039215087890625,0.0038604736328125,1.3862943611198906,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal
443,6,22/02/2018 10:39:04,5.1298987149230735,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.384777755593158,5.1298987149230735,0.0,5.1298987149230735,5.1298987149230735,5.1298987149230735,5.1298987149230735,0.0,5.1298987149230735,5.1298987149230735,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.713572066704308,0.0,9.384777755593158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,1.0986122886681098,0.0,0.0,0.0,0.96551513671875,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal
80,6,22/02/2018 12:02:37,17.803606543652524,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036399374899592815,17.803606543652524,0.0,17.803606543652524,17.803606543652524,17.803606543652524,17.803606543652524,0.0,17.803606543652524,17.803606543652524,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,3.713572066704308,0.0,0.036399374899592815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,0,1.0986122886681098,0.0,0.0,0.0,0.0042724609375,0.0,0.0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal
53,17,22/02/2018 11:22:36,5.673323267171493,0.6931471805599453,0.6931471805599453,3.4657359027997265,4.1588830833596715,3.4657359027997265,3.4657359027997265,3.4657359027997265,0.0,0.04315068493150685,4.1588830833596715,4.1588830833596715,0.0,12.688927502355384,8.83892180503221,5.673323267171493,0.0,5.673323267171493,5.673323267171493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.1972245773362196,2.1972245773362196,8.145919592941892,8.145919592941892,3.4657359027997265,0.04315068493150685,3.753417975252289,2.9691423035916094,5.835784921260351,0.0,0.0,0.0,0,0,0.0,0,0.0,1,4.151039905898646,3.4657359027997265,4.1588830833596715,0,0,0,0,0,0,0.6931471805599453,3.4657359027997265,0.6931471805599453,4.1588830833596715,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal
443,6,22/02/2018 01:26:23,18.56628911046151,3.091042453358316,2.995732273553991,7.095893221097532,8.57828829077605,6.744059186311348,0.0,4.067805006987977,5.23886321624361,1.0,0.0,5.637230231434105,519.6667791994,4.049437026536494,0.2969875053039175,14.902727792840366,15.3311660096299,16.119187354832732,0.6931471805599453,18.56628911046151,15.570557001161784,15.413247810051965,16.119636662989134,2.9444389791664403,18.517993081736442,15.627621478076605,15.429174098756908,16.12033643851761,0.6931471805599453,0.0,0,0,0,6.07073772800249,6.263398262591624,0.16682223048706385,0.1520807789740866,0.0,1.0,5.075326242640554,5.96857794250303,11.932040154843826,0.0,0.0,0.0,1,0,0.0,0,0.0,0,5.099866427824199,4.067805006987977,5.637230231434105,0,0,0,0,0,0,3.091042453358316,7.095893221097532,2.995732273553991,8.57828829077605,0.1250152587890625,0.0017852783203125,2.772588722239781,20,9.627657192484444,9.456511551344379,10.929403692471466,9.344783848525674,16.079806617656548,14.090849450361322,16.119187354832732,15.509729228072175,Benign,Thursday,False,Normal
53,17,22/02/2018 02:27:06,7.080867896690782,0.6931471805599453,0.6931471805599453,3.7612001156935624,4.07753744390572,3.7612001156935624,3.7612001156935624,3.7612001156935624,0.0,0.03972602739726028,4.07753744390572,4.07753744390572,0.0,11.34066612395921,7.42922506225347,7.080867896690782,0.0,7.080867896690782,7.080867896690782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.1972245773362196,2.1972245773362196,6.736671352928029,6.736671352928029,3.7612001156935624,0.03972602739726028,3.878121453751775,2.326067637845232,4.458215773031042,0.0,0.0,0.0,0,0,0.0,0,0.0,1,4.276666119016055,3.7612001156935624,4.07753744390572,0,0,0,0,0,0,0.6931471805599453,3.7612001156935624,0.6931471805599453,4.07753744390572,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal
443,6,22/02/2018 05:06:56,17.928818457468708,2.772588722239781,2.772588722239781,7.079184394609668,8.637107288081575,6.756932389247553,0.0,4.38285962097819,5.412937715119298,1.0,0.0,5.9315375985275445,585.0628130706,4.723523596573764,0.39918387292220997,14.56152308538262,15.228092049344191,16.11892270885163,2.302585092994046,17.928818457468708,15.289761340450081,15.451357594035278,16.12740557877743,5.564520407322694,17.927420819318673,15.288363702597389,15.454836608168273,16.12741003706723,2.9444389791664403,0.0,0,0,0,5.746203190540153,5.953243334287785,0.21937954664819062,0.21937954664819062,0.0,1.0,5.398454587100532,6.121654263852522,12.238918897562256,0.0,0.0,0.0,1,0,0.0,0,0.0,1,5.431098477781855,4.38285962097819,5.9315375985275445,0,0,0,0,0,0,2.772588722239781,7.079184394609668,2.772588722239781,8.637107288081575,0.1250152587890625,0.0017852783203125,2.302585092994046,20,11.653597138342171,11.19922594630701,12.484703882461536,11.353249549100132,16.118885805370756,6.669726743429633,16.11892270885163,16.118725352654586,Benign,Thursday,False,Normal
53,17,22/02/2018 05:06:55,10.45587729537981,1.0986122886681098,1.0986122886681098,4.442651256490317,5.37989735354046,3.7612001156935624,3.7612001156935624,3.7612001156935624,0.0,0.07397260273972603,4.6913478822291435,4.6913478822291435,0.0,9.063560332915852,4.754605640026486,9.357322562324825,9.306750487914503,10.016191042449213,5.926926025970411,10.445055743636633,10.445055743636633,0.0,10.445055743636633,10.445055743636633,10.032759888240268,10.032759888240268,0.0,10.032759888240268,10.032759888240268,0.0,0,0,0,2.833213344056216,2.833213344056216,4.070033528473929,4.070033528473929,3.7612001156935624,0.07397260273972603,4.239886867512759,3.6149553941515613,7.176101615127176,0.0,0.0,0.0,0,0,0.0,0,0.0,1,4.460144413937834,3.7612001156935624,4.6913478822291435,0,0,0,0,0,0,1.0986122886681098,4.442651256490317,1.0986122886681098,5.37989735354046,0.0,0.0,0.6931471805599453,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal
53,17,22/02/2018 12:25:46,11.3999135294927,1.0986122886681098,1.0986122886681098,4.48863636973214,5.3612921657094255,3.8066624897703196,3.8066624897703196,3.8066624897703196,0.0,0.07260273972602739,4.672828834461906,4.672828834461906,0.0,8.11968836533659,3.8239852102741194,10.301323633479802,10.20684828636181,10.878367895820443,3.258096538021482,10.878367895820443,10.878367895820443,0.0,10.878367895820443,10.878367895820443,3.258096538021482,3.258096538021482,0.0,3.258096538021482,3.258096538021482,0.0,0,0,0,2.833213344056216,2.833213344056216,3.152443528792436,3.152443528792436,3.8066624897703196,0.07260273972602739,4.2456340097683265,3.5541701842156894,7.051162742276866,0.0,0.0,0.0,0,0,0.0,0,0.0,1,4.465908118654584,3.8066624897703196,4.672828834461906,0,0,0,0,0,0,1.0986122886681098,4.48863636973214,1.0986122886681098,5.3612921657094255,0.0,0.0,0.6931471805599453,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal
53,17,22/02/2018 01:59:55,11.48063984834726,1.0986122886681098,1.0986122886681098,4.394449154672439,5.3230099791384085,3.713572066704308,3.713572066704308,3.713572066704308,0.0,0.06986301369863014,4.634728988229636,4.634728988229636,0.0,7.984196140390389,3.745092588991386,10.382048215714843,10.414195093017264,11.105964238234526,0.6931471805599453,10.31744979089824,10.31744979089824,0.0,10.31744979089824,10.31744979089824,0.6931471805599453,0.6931471805599453,0.0,0.6931471805599453,0.6931471805599453,0.0,0,0,0,2.833213344056216,2.833213344056216,3.0753039029475757,3.0753039029475757,3.713572066704308,0.06986301369863014,4.186619838331271,3.5541701842156894,7.051162742276866,0.0,0.0,0.0,0,0,0.0,0,0.0,1,4.406719247264253,3.713572066704308,4.634728988229636,0,0,0,0,0,0,1.0986122886681098,4.394449154672439,1.0986122886681098,5.3230099791384085,0.0,0.0,0.6931471805599453,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal
53,17,22/02/2018 09:30:17,5.713732805509369,0.6931471805599453,0.6931471805599453,3.970291913552122,4.23410650459726,3.970291913552122,3.970291913552122,3.970291913552122,0.0,0.04657534246575343,4.23410650459726,4.23410650459726,0.0,12.89257780003495,8.798381709749998,5.713732805509369,0.0,5.713732805509369,5.713732805509369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2.1972245773362196,2.1972245773362196,8.105385494996584,8.105385494996584,3.970291913552122,0.04657534246575343,4.0661736852548325,2.326067637845232,4.458215773031042,0.0,0.0,0.0,0,0,0.0,0,0.0,1,4.465908118654584,3.970291913552122,4.23410650459726,0,0,0,0,0,0,0.6931471805599453,3.970291913552122,0.6931471805599453,4.23410650459726,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal
3389,6,22/02/2018 11:56:06,14.273955138063176,2.1972245773362196,2.0794415416798357,7.046647277848756,7.366445148327599,6.519147287940395,0.0,4.973279507552487,5.4342880545791346,0.8034246575342465,0.0,5.424320492751579,430.0986044197,7.453825961978242,2.3498503624165172,11.634906027876303,12.413099355735307,13.767689124423773,4.174387269895637,14.273955138063176,12.328048782598593,12.870915651262722,13.914484925516668,4.174387269895637,14.212851420244009,12.421095311534764,12.754924406379857,13.767689124423773,11.458025674988566,0.0,0,0,0,5.153291594497779,5.030437921392435,1.8014017928498853,1.6911777102874237,0.0,0.8034246575342465,5.144947631703849,5.769673960096536,11.533106411217641,0.0,0.0,0.0,1,0,0.0,0,0.0,0,5.209121787743384,4.973279507552487,5.424320492751579,0,0,0,0,0,0,2.1972245773362196,7.046647277848756,2.0794415416798357,7.366445148327599,0.1250152587890625,0.9590606689453125,1.791759469228055,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,Thursday,False,Normal
